Title,Description,Price,Rating,Review
"Apple iPhone 16 Pro Max (Black Titanium, 1 TB)","1 TB ROM, 17.53 cm (6.9 inch) Super Retina XDR Display, 48MP + 48MP + 12MP | 12MP Front Camera, A18 Pro Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,75,900",4.6,50 Reviews
"Apple iPhone 15 Plus (Green, 128 GB)","128 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 48MP + 12MP | 12MP Front Camera, A16 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹74,900",4.6,"2,473 Reviews"
"Apple iPhone 14 Plus (Blue, 512 GB)","512 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹99,900",4.6,"4,755 Reviews"
"Apple iPhone 13 mini (Starlight, 256 GB)","256 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹64,900",4.5,330 Reviews
"Apple iPhone 15 Plus (Blue, 512 GB)","512 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 48MP + 12MP | 12MP Front Camera, A16 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,04,900",4.6,"2,473 Reviews"
"Apple iPhone 14 (Blue, 512 GB)","512 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹84,999",4.6,"11,676 Reviews"
"Apple iPhone 12 mini (Blue, 256 GB)","256 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, Industry-leading IP68 Water Resistance, All Screen OLED Display, 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹74,900",4.5,"10,188 Reviews"
"Apple iPhone 12 (Blue, 256 GB)","256 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, Industry-leading IP68 Water Resistance, All Screen OLED Display, 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹64,900",4.6,"13,933 Reviews"
"Apple iPhone 12 mini (Blue, 64 GB)","64 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, Industry-leading IP68 Water Resistance, All Screen OLED Display, 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹59,900",4.5,"10,188 Reviews"
"Apple iPhone 12 (Blue, 64 GB)","64 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, Industry-leading IP68 Water Resistance, All Screen OLED Display, 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹48,900",4.6,"13,933 Reviews"
"Apple iPhone 15 Plus (Yellow, 512 GB)","512 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 48MP + 12MP | 12MP Front Camera, A16 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,04,900",4.6,"2,473 Reviews"
"Apple iPhone 15 (Yellow, 512 GB)","512 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 48MP + 12MP | 12MP Front Camera, A16 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹94,400",4.6,"9,192 Reviews"
"Apple iPhone 7 (Black, 128 GB)","128 GB ROM, 11.94 cm (4.7 inch) Retina HD Display, 12MP Rear Camera | 7MP Front Camera, Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor, Brand Warranty of 1 Year","₹34,900",4.5,"9,131 Reviews"
"Apple iPhone 7 (Black, 32 GB)","32 GB ROM, 11.94 cm (4.7 inch) Retina HD Display, 12MP Rear Camera | 7MP Front Camera, Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor, iOS 13 Compatible, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹31,500",4.5,"9,131 Reviews"
"Apple iPhone 13 Pro (Gold, 1 TB)","1 TB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,69,900",4.7,123 Reviews
"Apple iPhone 13 Pro (Gold, 512 GB)","512 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,49,900",4.7,123 Reviews
"Apple iPhone 13 Pro (Gold, 256 GB)","256 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,29,900",4.7,123 Reviews
"Apple iPhone 13 Pro (Gold, 128 GB)","128 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,19,900",4.7,123 Reviews
"Apple iPhone 8 (Silver, 64 GB)","64 GB ROM, 11.94 cm (4.7 inch) Retina HD Display, 12MP Rear Camera | 7MP Front Camera, A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor, iOS 13 Compatible, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹39,900",4.5,801 Reviews
"Apple iPhone 14 Plus ((PRODUCT)RED, 512 GB)","512 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹99,900",4.6,"4,755 Reviews"
"Apple iPhone 14 Plus ((PRODUCT)RED, 256 GB)","256 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹79,900",4.6,"4,755 Reviews"
"Apple iPhone 14 ((PRODUCT)RED, 256 GB)","256 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹64,999",4.6,"11,676 Reviews"
"Apple iPhone 14 ((PRODUCT)RED, 128 GB)","128 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹54,999",4.6,"11,676 Reviews"
"Apple iPhone XS Max (Silver, 512 GB)","512 GB ROM, 16.51 cm (6.5 inch) Super Retina HD Display, 12MP + 12MP | 7MP Front Camera, A12 Bionic Chip Processor, 1 Year Limited Warranty for Products and Accessories","₹1,44,900",4.6,146 Reviews
"Apple iPhone XS (Silver, 512 GB)","512 GB ROM, 14.73 cm (5.8 inch) Super Retina HD Display, 12MP + 12MP | 7MP Front Camera, A12 Bionic Chip Processor, 1 Year Limited Warranty for Products and Accessories","₹1,34,900",4.7,866 Reviews
"Apple iPhone X (Silver, 64 GB)","64 GB ROM, 14.73 cm (5.8 inch) Super Retina HD Display, 12MP + 12MP | 7MP Front Camera, A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor, iOS 13 Compatible, Brand Warranty of 1 Year","₹91,900",4.6,858 Reviews
"Apple iPhone 14 Plus ((PRODUCT)RED, 128 GB)","128 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹69,900",4.6,"4,755 Reviews"
"Apple iPhone 14 (Red, 512 GB)","512 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹84,999",4.6,"11,676 Reviews"
"Apple iPhone XS Max (Silver, 64 GB)","64 GB ROM, 16.51 cm (6.5 inch) Super Retina HD Display, 12MP + 12MP | 7MP Front Camera, A12 Bionic Chip Processor, iOS 13 Compatible, 1 Year Limited Warranty for Products and Accessories","₹1,09,900",4.6,146 Reviews
"Apple iPhone XS (Silver, 256 GB)","256 GB ROM, 14.73 cm (5.8 inch) Super Retina HD Display, 12MP + 12MP | 7MP Front Camera, A12 Bionic Chip Processor, 1 Year Limited Warranty for Products and Accessories","₹1,03,900",4.7,866 Reviews
"Apple iPhone XS (Silver, 64 GB)","64 GB ROM, 14.73 cm (5.8 inch) Super Retina HD Display, 12MP + 12MP | 7MP Front Camera, A12 Bionic Chip Processor, 1 Year Limited Warranty for Products and Accessories","₹89,900",4.7,866 Reviews
"Apple iPhone XS Max (Silver, 256 GB)","256 GB ROM, 16.51 cm (6.5 inch) Super Retina HD Display, 12MP + 12MP | 7MP Front Camera, A12 Bionic Chip Processor, iOS 13 Compatible, 1 Year Limited Warranty for Products and Accessories","₹1,24,900",4.6,146 Reviews
"Apple iPhone 11 (White, 64 GB) (Includes EarPods, Power Adapter)","64 GB ROM, 15.49 cm (6.1 inch) Liquid Retina HD Display, 12MP + 12MP | 12MP Front Camera, A13 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹49,900",4.6,"11,402 Reviews"
"Apple iPhone X (Space Gray, 64 GB)","64 GB ROM, 14.73 cm (5.8 inch) Super Retina HD Display, 12MP + 12MP | 7MP Front Camera, A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor, iOS 13 Compatible, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹91,900",4.6,858 Reviews
"Apple iPhone 11 (Red, 128 GB) (Includes EarPods, Power Adapter)","128 GB ROM, 15.49 cm (6.1 inch) Liquid Retina HD Display, 12MP + 12MP | 12MP Front Camera, A13 Bionic Chip Processor, Brand Warranty for 1 Year","₹54,900",4.6,"11,402 Reviews"
"Apple iPhone 11 (Red, 128 GB)","128 GB ROM, 15.49 cm (6.1 inch) Liquid Retina HD Display, 12MP + 12MP | 12MP Front Camera, A13 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹48,900",4.6,"11,402 Reviews"
"Apple iPhone 14 Plus (Purple, 128 GB)","128 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹69,900",4.6,"4,755 Reviews"
"Apple iPhone 12 mini (White, 256 GB)","256 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, Industry-leading IP68 Water Resistance, All Screen OLED Display, 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹74,900",4.5,"10,188 Reviews"
"Apple iPhone 12 mini (Purple, 256 GB)","256 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, IP68 Water Resistance, All Screen OLED Display, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹74,900",4.5,"10,188 Reviews"
"Apple iPhone 12 mini (White, 128 GB)","128 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, Industry-leading IP68 Water Resistance, All Screen OLED Display, 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹64,900",4.5,"10,188 Reviews"
"Apple iPhone 12 (White, 256 GB)","256 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, Industry-leading IP68 Water Resistance, All Screen OLED Display, 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹64,900",4.6,"13,933 Reviews"
"Apple iPhone 12 (Purple, 256 GB)","256 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, Industry-leading IP68 Water Resistance, All Screen OLED Display, 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹64,900",4.6,"13,933 Reviews"
"Apple iPhone 14 Plus (Purple, 512 GB)","512 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹99,900",4.6,"4,755 Reviews"
"Apple iPhone 12 mini (White, 64 GB)","64 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, Industry-leading IP68 Water Resistance, All Screen OLED Display, 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹59,900",4.5,"10,188 Reviews"
"Apple iPhone 12 mini (Purple, 64 GB)","64 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, IP68 Water Resistance, All Screen OLED Display, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹59,900",4.5,"10,188 Reviews"
"Apple iPhone 12 mini (Purple, 128 GB)","128 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, IP68 Water Resistance, All Screen OLED Display, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹64,900",4.5,"10,188 Reviews"
"Apple iPhone 12 (White, 128 GB)","128 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, Industry-leading IP68 Water Resistance, All Screen OLED Display, 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹54,900",4.6,"13,933 Reviews"
"Apple iPhone 12 (Purple, 128 GB)","128 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, Industry-leading IP68 Water Resistance, All Screen OLED Display, 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹54,900",4.6,"13,933 Reviews"
"Apple iPhone 12 (Purple, 64 GB)","64 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A14 Bionic Chip with Next Generation Neural Engine Processor, Ceramic Shield, Industry-leading IP68 Water Resistance, All Screen OLED Display, 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹49,900",4.6,"13,933 Reviews"
"Apple iPhone 14 Plus (Yellow, 256 GB)","256 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹79,900",4.6,"4,755 Reviews"
"Apple iPhone 14 (Purple, 128 GB)","128 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹54,999",4.6,"11,676 Reviews"
"Apple iPhone 14 (Yellow, 512 GB)","512 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹84,999",4.6,"11,676 Reviews"
"Apple iPhone 14 (Yellow, 256 GB)","256 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹64,999",4.6,"11,676 Reviews"
"Apple iPhone 13 mini (Green, 256 GB)","256 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹74,900",4.5,330 Reviews
"Apple iPhone 14 Plus (Yellow, 128 GB)","128 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹69,900",4.6,"4,755 Reviews"
"Apple iPhone 14 (Yellow, 128 GB)","128 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹54,999",4.6,"11,676 Reviews"
"Apple iPhone 13 mini (Green, 128 GB)","128 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹64,900",4.5,330 Reviews
"Apple iPhone 13 (Green, 256 GB)","256 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹54,999",4.6,"13,842 Reviews"
"Apple iPhone 13 mini (Green, 512 GB)","512 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹94,900",4.5,330 Reviews
"Apple iPhone 13 (Green, 128 GB)","128 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹44,999",4.6,"13,842 Reviews"
"Apple iPhone 11 (White, 128 GB)","128 GB ROM, 15.49 cm (6.1 inch) Liquid Retina HD Display, 12MP + 12MP | 12MP Front Camera, A13 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹48,900",4.6,"11,402 Reviews"
"Apple iPhone 11 (White, 64 GB)","64 GB ROM, 15.49 cm (6.1 inch) Liquid Retina HD Display, 12MP + 12MP | 12MP Front Camera, A13 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹43,900",4.6,"11,402 Reviews"
"Apple iPhone 14 (Yellow, 256 GB)","256 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹64,999",4.6,"11,676 Reviews"
"Apple iPhone 14 Plus (Yellow, 128 GB)","128 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹69,900",4.6,"4,755 Reviews"
"Apple iPhone 14 (Yellow, 128 GB)","128 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹54,999",4.6,"11,676 Reviews"
"Apple iPhone 15 Pro (Blue Titanium, 512 GB)","512 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 48MP + 12MP + 12MP | 12MP Front Camera, A17 Pro Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,64,900",4.6,160 Reviews
"Apple iPhone 15 Pro (Blue Titanium, 256 GB)","256 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 48MP + 12MP + 12MP | 12MP Front Camera, A17 Pro Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,44,900",4.6,160 Reviews
"Apple iPhone 15 Pro Max (White Titanium, 1 TB)","1 TB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 48MP + 12MP + 12MP | 12MP Front Camera, A17 Pro Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,99,900",4.6,195 Reviews
"Apple iPhone 15 Pro (Natural Titanium, 512 GB)","512 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 48MP + 12MP + 12MP | 12MP Front Camera, A17 Pro Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,64,900",4.6,160 Reviews
"Apple iPhone 15 Pro (Natural Titanium, 256 GB)","256 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 48MP + 12MP + 12MP | 12MP Front Camera, A17 Pro Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,44,900",4.6,160 Reviews
"Apple iPhone 13 mini (Green, 512 GB)","512 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹94,900",4.5,330 Reviews
"Apple iPhone 13 mini (Green, 256 GB)","256 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹74,900",4.5,330 Reviews
"Apple iPhone 13 mini (Green, 128 GB)","128 GB ROM, 13.72 cm (5.4 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹64,900",4.5,330 Reviews
"Apple iPhone 13 (Green, 256 GB)","256 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹54,999",4.6,"13,842 Reviews"
"Apple iPhone 15 Pro Max (Black Titanium, 1 TB)","1 TB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 48MP + 12MP + 12MP | 12MP Front Camera, A17 Pro Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,99,900",4.6,195 Reviews
"Apple iPhone 15 Pro (Black Titanium, 1 TB)","1 TB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 48MP + 12MP + 12MP | 12MP Front Camera, A17 Pro Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,84,900",4.6,160 Reviews
"Apple iPhone 13 (Green, 128 GB)","128 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹44,999",4.6,"13,842 Reviews"
"Apple iPhone 15 Pro Max (Black Titanium, 256 GB)","256 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 48MP + 12MP + 12MP | 12MP Front Camera, A17 Pro Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,59,900",4.6,195 Reviews
"Apple iPhone 15 Pro (Black Titanium, 256 GB)","256 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 48MP + 12MP + 12MP | 12MP Front Camera, A17 Pro Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,44,900",4.6,160 Reviews
"Apple iPhone 15 Pro (Black Titanium, 128 GB)","128 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 48MP + 12MP + 12MP | 12MP Front Camera, A17 Pro Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,34,900",4.6,160 Reviews
"Apple iPhone 15 Pro Max (Natural Titanium, 1 TB)","1 TB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 48MP + 12MP + 12MP | 12MP Front Camera, A17 Pro Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,99,900",4.6,195 Reviews
"Apple iPhone 15 Pro (Black Titanium, 512 GB)","512 GB ROM, 15.49 cm (6.1 inch) Super Retina XDR Display, 48MP + 12MP + 12MP | 12MP Front Camera, A17 Pro Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,64,900",4.6,160 Reviews
"Apple iPhone 15 Pro Max (Natural Titanium, 256 GB)","256 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 48MP + 12MP + 12MP | 12MP Front Camera, A17 Pro Chip, 6 Core Processor Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,59,900",4.6,195 Reviews
"Apple iPhone 13 Pro Max (Silver, 512 GB)","512 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 12MP + 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,59,900",4.6,193 Reviews
"Apple iPhone 13 Pro Max (Silver, 256 GB)","256 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 12MP + 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,39,900",4.6,193 Reviews
"Apple iPhone 13 Pro Max (Silver, 128 GB)","128 GB ROM, 17.02 cm (6.7 inch) Super Retina XDR Display, 12MP + 12MP + 12MP | 12MP Front Camera, A15 Bionic Chip Processor, 1 year warranty for phone and 1 year warranty for in Box Accessories.","₹1,29,900",4.6,193 Reviews
